"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,1345277.80929111,1622422.26853028,2967700.07782139,0
2,946233.142635747,142424.950374276,1088658.09301002,1.95369121018151
3,642455.672885924,107578.552791413,750034.225677337,7.7367229664654
4,438129.024322702,82400.4742680258,520529.498590728,13.8868478628124
5,299085.633695446,62543.3002586998,361628.933954146,19.3912432110056
6,19833.7315102382,46919.0571825701,66752.7886928084,24.0306953498837
7,13543.8916093207,34850.1520330823,48394.043642403,27.753945664525
8,9252.92557537219,25675.9212694718,34928.846844844,30.6564187763884
9,6322.91117077804,18782.1432791909,25105.0544499689,32.8840927613592
10,4319.952629204,13651.6890379897,17971.6416671937,34.5763562402264
11,2950.41827832236,9871.86933183735,12822.2876101597,35.8400693618017
12,2015.63650680531,7107.29116261195,9122.92766941726,36.7749094747113
13,1377.05855788155,5096.3468566763,6473.40541455785,37.4621686955118
14,940.65508402052,3642.17338356348,4582.828467584,37.9624640552036
15,642.72147514588,2594.95319860783,3237.67467375371,38.3252289309561
16,439.094259342262,1843.36178927648,2282.45604861875,38.5876301660404
17,299.891409704471,1306.14937190256,1606.04078160703,38.7763279852262
18,204.840918669753,923.566816339792,1128.40773500955,38.9112268163704
19,139.954449671313,651.826530541847,791.78098021316,39.0072786382062
20,95.6350441973284,459.162570434377,554.797614631705,39.0756197929116
21,65.3340291215334,322.877041910541,388.211071032074,39.1241158401756
22,44.630940041909,226.644838129362,271.275778171271,39.1585297477412
23,30.4775767706969,158.870903441203,189.3484802119,39.1828334020564
24,20.8189222102919,111.234958934111,132.053881144403,39.1999406042241
25,14.224694437461,77.7894497854704,92.0141442229313,39.2119718475673
26,9.71820340281365,54.3351934096042,64.0533968124178,39.2204257149995
27,6.63854091223725,37.9130181129387,44.5515590251759,39.2263531771593
28,4.5351705963468,26.4287695389275,30.9639401352743,39.230503857426
