"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,2403739.36631214,2803485.85822281,5207225.22453496,0
2,1676216.37554447,218245.117104899,1894461.49264937,3.04147748322439
3,1146336.63999716,177257.180961468,1323593.82095863,10.5123087397944
4,782952.604054154,138516.852200735,921469.456254888,19.6903444107215
5,534590.615605203,105999.19273357,640589.808338773,28.520541008507
6,35424.8301532826,79983.2400926267,115408.070245909,36.1304215365386
7,24189.7403469965,59637.0843547253,83826.8247017219,42.4534492716835
8,16509.2273397038,44030.5266580267,60539.7539977305,47.5208664704404
9,11266.3682965821,32274.1546123902,43540.5229089723,51.428752877034
10,7694.87007325406,23522.012636445,31216.8827096991,54.3737003557172
11,5258.8072640624,17049.702071844,22308.5093359064,56.5785282602799
12,3593.01286910755,12299.8927618181,15892.9056309257,58.2098362436453
13,2455.14595219604,8836.03691082166,11291.1828630177,59.4095978992264
14,1677.35838527848,6324.1110910327,8001.46947631118,60.285889380916
15,1145.92963593121,4511.10710669166,5657.03674262287,60.9230680630572
16,782.758898071984,3209.2021039112,3991.96100198319,61.3821311269676
17,534.900279472167,2277.27859643256,2812.17887590473,61.712004479424
18,365.484288884006,1612.04227505264,1977.52656393665,61.9484571305792
19,249.684229550434,1138.74246139125,1388.42669094168,62.117178776102
20,170.592290989482,802.883508133609,973.475799123091,62.2372270947029
21,116.553444545857,565.049212203331,681.602656749188,62.3225050284455
22,79.6212518538878,397.032677039898,476.653928893786,62.3828775733741
23,54.3969667041767,278.550821465333,332.94778816951,62.4255657639099
24,37.1594477009346,195.174227187983,232.333674888917,62.4556386260453
25,25.3897989846776,136.582415374511,161.972214359188,62.4768068096523
26,17.3460718902547,95.4656706410194,112.811742531274,62.4916827800247
27,11.8503514536501,66.6534069819138,78.5037584355639,62.5021213555133
28,8.09574094211007,46.4918707182541,54.5876116603642,62.5094310253267
