"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,62873.9364269076,515895.473881341,578769.410308249,552.71144433
2,111122.242029067,173712.037597924,284834.279626991,377.406297397521
3,37435.3890815634,75839.7903716434,113275.179453207,257.703209833057
4,20479.9049098361,45701.4301375042,66181.3350473403,175.966709660677
5,13324.3736823462,30116.0718258743,43440.4455082205,120.154820457471
6,981.721745380392,20220.3684281115,21202.0901734918,82.0449555885136
7,658.382811507483,13626.0312285036,14284.4140400111,56.022510889638
8,447.251556307308,9189.22056111383,9636.47211742114,38.2536830432388
9,304.549716574787,6198.48260662332,6503.03232319811,26.1206476313656
10,207.486570871142,4181.50669552691,4388.99326639805,17.8358834601825
11,141.343618378193,2821.15791372473,2962.50153210292,12.178822795466
12,96.310557810092,1903.54312772277,1999.85368553286,8.31602903295969
13,65.621032844875,1284.51499021576,1350.13602306063,5.67840915648877
14,44.7148073248652,866.89521795396,911.610025278825,3.87737108909776
15,30.4745854219836,585.11666151628,615.591246938263,2.64757366865535
16,20.770177443879,394.963200539746,415.733377983625,1.80783478544693
17,14.154807088922,266.638133544177,280.792940633099,1.23442392031586
18,9.64859441046875,180.029200055941,189.677794466409,0.842888093156839
19,6.57764275101727,121.568920158787,128.146562909804,0.575539995533937
20,4.48485474887977,82.1023380797437,86.5871928286235,0.392989637827958
21,3.05792512291403,55.4555558875189,58.513481010433,0.268340787153936
22,2.08523206832398,37.4618012506659,39.5470333189899,0.183228184967861
23,1.42194712120928,25.3098151485737,26.731762269783,0.125111683999636
24,0.96973203719128,17.1020130225986,18.0717450597899,0.0854286335695044
25,0.66136860193419,11.5574588883723,12.2188274903065,0.0583322931979229
26,0.451077166206525,7.81143974873917,8.26251691494569,0.0398303974622285
27,0.307648515665413,5.28030749298152,5.58795600864694,0.0271969517230568
28,0.209848425251756,3.56982699668844,3.7796754219402,0.0185705950769816
