"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,503012.466675553,1462525.6869987,1965538.15367425,4666.39302381
2,483932.693379896,379213.059752269,863145.753132165,3186.33914926911
3,254911.506867642,179029.907458846,433941.414326488,2175.71840227798
4,163978.480359684,112971.644336239,276950.124695923,1485.63926947227
5,110639.646160267,76826.5887683264,187466.234928593,1014.43460545594
6,7570.88754714418,53018.2490160866,60589.1365632308,692.683338339663
7,5146.10077057478,36671.8314562188,41817.9322267936,472.982885868457
8,3510.27361165891,25363.9552359809,28874.2288476398,322.965485008901
9,2396.02079949328,17534.9962174051,19931.0170168984,220.529553232173
10,1635.72407083487,12115.6661569505,13751.3902277854,150.583533244865
11,1116.52204390412,8367.09604805851,9483.61809196263,102.822502254991
12,762.228370911314,5775.46833003721,6537.69670094852,70.209980747269
13,520.313656228881,3984.70024685816,4505.01390308704,47.9412705237154
14,355.186929308066,2748.0722403563,3103.25916966437,32.735593927897
15,242.48875963161,1894.47208978447,2136.96084941608,22.3527473950042
16,165.547933301106,1305.46306999389,1471.011003295,15.2630594454885
17,113.008518976627,899.268460522175,1012.2769794988,10.4219559961958
18,77.1539072865752,619.264531060497,696.418438347072,7.1163430355863
19,52.6778708296609,426.322696492071,479.000567321732,4.85919708532861
20,35.9702213749349,293.407789572888,329.378010947823,3.3179676971714
21,24.5610394113946,201.877003302904,226.438042714299,2.2655820387924
22,16.7717179039241,138.86240565471,155.634123558634,1.54698973678211
23,11.4524472472356,95.4936833093523,106.946130556588,1.05631895236281
24,7.82058522530796,65.6543315710398,73.4749167963478,0.721278042504573
25,5.34058286420114,45.1287530211893,50.4693358853904,0.492504667681606
26,3.64703604647861,31.0129485285459,34.6599845750245,0.336293126082001
27,2.49045179950876,21.3081698888554,23.7986216883642,0.229628415873445
28,1.7007644813547,14.6375054099216,16.3382698912763,0.156795382620132
