"cost_drugs","cost_items","cost_total","count_drugs",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
3320466.5820782,3023142.24105461,6343608.82313282,34084.0339980686,28847,"strategy","rrr_pxlvd","0.7213",0.7213,6343608.82313282,34084.0339980686
3323555.98016734,3314397.0087374,6637952.98890474,34084.045419085,28847,"strategy","rrr_pxlvd","0.9556",0.9556,6637952.98890474,34084.045419085
3322510.44949131,3200875.96606713,6523386.41555844,34084.0421628509,28847,"strategy","rrr_rmsvr","0.4141",0.4141,6523386.41555844,34084.0421628509
3322510.44949131,3200875.96606713,6523386.41555844,34084.0421628509,28847,"strategy","rrr_rmsvr","0.9688",0.9688,6523386.41555844,34084.0421628509
1747165.0788744,3200875.96606713,4948041.04494154,34084.0421628509,28847,"strategy","cost_A_pxlvd_drugs","51.6",51.6,4948041.04494154,34084.0421628509
7871492.5445615,3200875.96606713,11072368.5106286,34084.0421628509,28847,"strategy","cost_A_pxlvd_drugs","262.6",262.6,11072368.5106286,34084.0421628509
3324063.8329152,3110510.04247376,6434573.87538896,34277.7839824937,28847,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,6434573.87538896,34277.7839824937
3320907.1817548,3290230.82842127,6611138.01017606,33892.4747401869,28847,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,6611138.01017606,33892.4747401869
3322510.44949131,3200875.96606713,6523386.41555844,34084.0421628509,28847,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,6523386.41555844,34084.0421628509
3322510.44949131,3200875.96606713,6523386.41555844,34084.0421628509,28847,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,6523386.41555844,34084.0421628509
