"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
4264830.98181383,2432262.90143738,6697093.88325121,2250.38435616211,33128,"strategy","rrr_pxlvd","0.7213",0.7213,6697093.88325121,2250.38435616211
4270210.77117523,2589589.12336769,6859799.89454292,500.048035348155,33128,"strategy","rrr_pxlvd","0.9556",0.9556,6859799.89454292,500.048035348155
4268530.92958227,2529619.45003096,6798150.37961323,1120.37023038315,33128,"strategy","rrr_rmsvr","0.4141",0.4141,6798150.37961323,1120.37023038315
4268530.92958227,2529619.45003096,6798150.37961323,1120.37023038315,33128,"strategy","rrr_rmsvr","0.9688",0.9688,6798150.37961323,1120.37023038315
2155768.40430294,2529619.45003096,4685387.8543339,1120.37023038315,33128,"strategy","cost_A_pxlvd_drugs","51.6",51.6,4685387.8543339,1120.37023038315
10369363.8503451,2529619.45003096,12898983.300376,1120.37023038315,33128,"strategy","cost_A_pxlvd_drugs","262.6",262.6,12898983.300376,1120.37023038315
4270937.08329712,2410804.39072947,6681741.47402659,962.509053262847,33128,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,6681741.47402659,962.509053262847
4266061.69991089,2647106.6968829,6913168.39679379,1276.60055762937,33128,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,6913168.39679379,1276.60055762937
4268530.92958227,2529619.45003096,6798150.37961323,1120.37023038315,33128,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,6798150.37961323,1120.37023038315
4268530.92958227,2529619.45003096,6798150.37961323,1120.37023038315,33128,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,6798150.37961323,1120.37023038315
