"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
45956.1825114747,320569.81239948,366525.994910955,1216.37299028363,1452,"strategy","rrr_pxlvd","0.7213",0.7213,366525.994910955,1216.37299028363
45956.1825114747,320569.81239948,366525.994910955,1216.37299028363,1452,"strategy","rrr_pxlvd","0.9556",0.9556,366525.994910955,1216.37299028363
45956.1825114747,320569.81239948,366525.994910955,1216.37299028363,1452,"strategy","rrr_rmsvr","0.4141",0.4141,366525.994910955,1216.37299028363
45956.1825114747,320569.81239948,366525.994910955,1216.37299028363,1452,"strategy","rrr_rmsvr","0.9688",0.9688,366525.994910955,1216.37299028363
45956.1825114747,320569.81239948,366525.994910955,1216.37299028363,1452,"strategy","cost_A_pxlvd_drugs","51.6",51.6,366525.994910955,1216.37299028363
45956.1825114747,320569.81239948,366525.994910955,1216.37299028363,1452,"strategy","cost_A_pxlvd_drugs","262.6",262.6,366525.994910955,1216.37299028363
45956.1825114747,320569.81239948,366525.994910955,1216.37299028363,1452,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,366525.994910955,1216.37299028363
45956.1825114747,320569.81239948,366525.994910955,1216.37299028363,1452,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,366525.994910955,1216.37299028363
43789.5415538096,301595.437897143,345384.979450952,1127.87000560429,1452,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,345384.979450952,1127.87000560429
47953.4663946835,338029.401874035,385982.868268719,1297.42386138323,1452,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,385982.868268719,1297.42386138323
