"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
8958207.79074622,4987332.81193907,13945540.6026853,2892.07800802488,68392,"strategy","rrr_pxlvd","0.7213",0.7213,13945540.6026853,2892.07800802488
8960690.66701196,5232738.95486514,14193429.6218771,689.035501486103,68392,"strategy","rrr_pxlvd","0.9556",0.9556,14193429.6218771,689.035501486103
8959844.63969342,5137093.28408624,14096937.9237797,1510.8769938714,68392,"strategy","rrr_rmsvr","0.4141",0.4141,14096937.9237797,1510.8769938714
8959844.63969342,5137093.28408624,14096937.9237797,1510.8769938714,68392,"strategy","rrr_rmsvr","0.9688",0.9688,14096937.9237797,1510.8769938714
4515889.12894258,5137093.28408624,9652982.41302882,1510.8769938714,68392,"strategy","cost_A_pxlvd_drugs","51.6",51.6,9652982.41302882,1510.8769938714
21792252.3305718,5137093.28408624,26929345.6146581,1510.8769938714,68392,"strategy","cost_A_pxlvd_drugs","262.6",262.6,26929345.6146581,1510.8769938714
8964137.82214197,4881522.11464458,13845659.9367866,1286.00368085082,68392,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,13845659.9367866,1286.00368085082
8955409.26624686,5389801.4932344,14345210.7594813,1733.47597125551,68392,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,14345210.7594813,1733.47597125551
8959844.63969342,5137093.28408624,14096937.9237797,1510.8769938714,68392,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,14096937.9237797,1510.8769938714
8959844.63969342,5137093.28408624,14096937.9237797,1510.8769938714,68392,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,14096937.9237797,1510.8769938714
