"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
61605.5843865338,430223.879633998,491829.464020532,1857.52682247444,1576,"strategy","rrr_pxlvd","0.7213",0.7213,491829.464020532,1857.52682247444
61605.5843865338,430223.879633998,491829.464020532,1857.52682247444,1576,"strategy","rrr_pxlvd","0.9556",0.9556,491829.464020532,1857.52682247444
61605.5843865338,430223.879633998,491829.464020532,1857.52682247444,1576,"strategy","rrr_rmsvr","0.4141",0.4141,491829.464020532,1857.52682247444
61605.5843865338,430223.879633998,491829.464020532,1857.52682247444,1576,"strategy","rrr_rmsvr","0.9688",0.9688,491829.464020532,1857.52682247444
61605.5843865338,430223.879633998,491829.464020532,1857.52682247444,1576,"strategy","cost_A_pxlvd_drugs","51.6",51.6,491829.464020532,1857.52682247444
61605.5843865338,430223.879633998,491829.464020532,1857.52682247444,1576,"strategy","cost_A_pxlvd_drugs","262.6",262.6,491829.464020532,1857.52682247444
61605.5843865338,430223.879633998,491829.464020532,1857.52682247444,1576,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,491829.464020532,1857.52682247444
61605.5843865338,430223.879633998,491829.464020532,1857.52682247444,1576,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,491829.464020532,1857.52682247444
59547.8626771225,412729.930076354,472277.792753477,1769.05486990323,1576,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,472277.792753477,1769.05486990323
63502.0497607032,446320.424830649,509822.474591352,1938.73632521406,1576,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,509822.474591352,1938.73632521406
