"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
630233.994312524,821511.546121618,1451745.54043414,1276.64134137784,6120,"strategy","rrr_pxlvd","0.7213",0.7213,1451745.54043414,1276.64134137784
631461.468201915,920409.755876548,1551871.22407846,302.463804438043,6120,"strategy","rrr_pxlvd","0.9556",0.9556,1551871.22407846,302.463804438043
631054.67704462,881935.485683075,1512990.16272769,664.011086713681,6120,"strategy","rrr_rmsvr","0.4141",0.4141,1512990.16272769,664.011086713681
631054.67704462,881935.485683075,1512990.16272769,664.011086713681,6120,"strategy","rrr_rmsvr","0.9688",0.9688,1512990.16272769,664.011086713681
347177.358646202,881935.485683075,1229112.84432928,664.011086713681,6120,"strategy","cost_A_pxlvd_drugs","51.6",51.6,1229112.84432928,664.011086713681
1450781.48913107,881935.485683075,2332716.97481414,664.011086713681,6120,"strategy","cost_A_pxlvd_drugs","262.6",262.6,2332716.97481414,664.011086713681
631341.917720784,865705.468442486,1497047.38616327,647.903924722909,6120,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,1497047.38616327,647.903924722909
630758.577244771,897984.266332671,1528742.84357744,679.947224365523,6120,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,1528742.84357744,679.947224365523
631054.67704462,881935.485683075,1512990.16272769,664.011086713681,6120,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,1512990.16272769,664.011086713681
631054.67704462,881935.485683075,1512990.16272769,664.011086713681,6120,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,1512990.16272769,664.011086713681
