"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
5893477.03741889,4098427.41190601,9991904.4493249,3744.20643942301,55600,"strategy","rrr_pxlvd","0.7213",0.7213,9991904.4493249,3744.20643942301
5896853.51403952,4401005.96238079,10297859.4764203,890.33109446863,55600,"strategy","rrr_pxlvd","0.9556",0.9556,10297859.4764203,890.33109446863
5895719.06734345,4283167.81148255,10178886.878826,1952.84560838301,55600,"strategy","rrr_rmsvr","0.4141",0.4141,10178886.878826,1952.84560838301
5895719.06734345,4283167.81148255,10178886.878826,1952.84560838301,55600,"strategy","rrr_rmsvr","0.9688",0.9688,10178886.878826,1952.84560838301
3022074.86478318,4283167.81148255,7305242.67626574,1952.84560838301,55600,"strategy","cost_A_pxlvd_drugs","51.6",51.6,7305242.67626574,1952.84560838301
14193681.069117,4283167.81148255,18476848.8805995,1952.84560838301,55600,"strategy","cost_A_pxlvd_drugs","262.6",262.6,18476848.8805995,1952.84560838301
5898541.31646811,4118244.53011626,10016785.8465844,1801.24359335473,55600,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,10016785.8465844,1801.24359335473
5892805.66135129,4446245.58970126,10339051.2510525,2102.88940654933,55600,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,10339051.2510525,2102.88940654933
5895719.06734345,4283167.81148255,10178886.878826,1952.84560838301,55600,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,10178886.878826,1952.84560838301
5895719.06734345,4283167.81148255,10178886.878826,1952.84560838301,55600,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,10178886.878826,1952.84560838301
