"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,1496654.61570007,2123867.10011925,3620521.71581932,0
2,1101201.89729803,280657.358938652,1381859.25623668,1.39643631828846
3,720432.831439547,172705.874365324,893138.705804872,12.7723764646426
4,487741.454813746,123636.226448582,611377.681262328,23.5368950298995
5,332500.854608823,90657.2974161436,423158.152024966,32.383001833208
6,22267.8391428009,66364.7716984352,88632.6108412361,39.3608847546077
7,15200.6045830936,48319.5380615119,63520.1426446055,44.7409897039831
8,10381.2635767013,34992.9418672537,45374.205443955,48.8243777889898
9,7090.24595539441,25222.961831901,32313.2077872954,51.8820237498351
10,4842.88109500072,18106.1855409888,22949.0666359895,54.1482936675402
11,3307.94627480401,12951.1477741364,16259.0940489404,55.8125058877401
12,2259.71450083109,9233.59140422423,11493.3059050553,57.0280591249982
13,1543.45343032696,6564.34865842874,8107.8020887557,57.91050975072
14,1054.31327977266,4654.78537226123,5709.09865203389,58.5475322470615
15,720.179898472656,3293.21282356554,4013.39272203819,59.0050512999563
16,491.98076899191,2325.03545712655,2817.01622611846,59.3325732533809
17,336.074808264352,1638.35085196848,1974.42566023283,59.5662418068212
18,229.574559032926,1152.51126186075,1382.08582089367,59.7323597206226
19,156.835870441969,809.478995028179,966.314865470148,59.8501424741778
20,107.145920099996,567.734039899869,674.879959999865,59.9334374741876
21,73.2020049566446,397.652785312972,470.854790269616,59.9922292833435
22,50.0105520470515,278.174319297702,328.184871344754,60.0336556866706
23,34.1651123576875,194.364390090938,228.529502448626,60.0628022576533
24,23.338991121159,135.658975464194,158.997966585353,60.0832716587011
25,15.9437355424095,94.5908284425781,110.534563984988,60.0976248634491
26,10.8918972073322,65.8951104529929,76.7870076603251,60.1076731887102
27,7.44104934463003,45.8645628846084,53.3056122292384,60.1147006392438
28,5.0833516673047,31.897655298019,36.9810069653237,60.1196073722412
