"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,1496654.61570007,2123867.10011925,3620521.71581932,14088.71472262
2,1101201.89729803,280657.358938652,1381859.25623668,9620.15480790245
3,720432.831439547,172705.874365324,893138.705804872,6568.90144701561
4,487741.454813746,123636.226448582,611377.681262328,4485.42326836133
5,332500.854608823,90657.2974161436,423158.152024966,3062.76811406536
6,22267.8391428009,66364.7716984352,88632.6108412361,2091.34076302291
7,15200.6045830936,48319.5380615119,63520.1426446055,1428.02393919264
8,10381.2635767013,34992.9418672537,45374.205443955,975.093302327095
9,7090.24595539441,25222.961831901,32313.2077872954,665.820034348103
10,4842.88109500072,18106.1855409888,22949.0666359895,454.639896593812
11,3307.94627480401,12951.1477741364,16259.0940489404,310.440396671463
12,2259.71450083109,9233.59140422423,11493.3059050553,211.977084737985
13,1543.45343032696,6564.34865842874,8107.8020887557,144.742934969649
14,1054.31327977266,4654.78537226123,5709.09865203389,98.8338774897483
15,720.179898472656,3293.21282356554,4013.39272203819,67.4860941689959
16,491.98076899191,2325.03545712655,2817.01622611846,46.0810910374228
17,336.074808264352,1638.35085196848,1974.42566023283,31.4652518766569
18,229.574559032926,1152.51126186075,1382.08582089367,21.485213422083
19,156.835870441969,809.478995028179,966.314865470148,14.6706086320864
20,107.145920099996,567.734039899869,674.879959999865,10.0174363366869
21,73.2020049566446,397.652785312972,470.854790269616,6.84014094276221
22,50.0105520470515,278.174319297702,328.184871344754,4.67060898061332
23,34.1651123576875,194.364390090938,228.529502448626,3.18920157235481
24,23.338991121159,135.658975464194,158.997966585353,2.17766178057894
25,15.9437355424095,94.5908284425781,110.534563984988,1.48695863933516
26,10.8918972073322,65.8951104529929,76.7870076603251,1.01533030281022
27,7.44104934463003,45.8645628846084,53.3056122292384,0.69329139125593
28,5.0833516673047,31.897655298019,36.9810069653237,0.473395654457703
