"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,1158362.06904484,2056899.32219284,3215261.39123767,0
2,915101.594064282,374612.01706483,1289713.61112911,1.9078419238178
3,564698.478940773,200616.912764513,765315.391705286,19.4332066840401
4,377550.203645599,135226.790914767,512776.994560365,34.5996124509637
5,256744.982749144,95842.1849709607,352587.167720105,46.1207994031901
6,17291.6449575404,68389.3695018771,85681.0144594175,54.6449911903981
7,11792.5374262328,48735.5295602971,60528.06698653,60.8856730923158
8,8052.31699645596,34641.7479063009,42694.0649027569,65.4243669085192
9,5499.61650625994,24561.9822640008,30061.5987702608,68.7065325410851
10,3756.39686179983,17373.3917192858,21129.7885810857,71.0722769802678
11,2565.35996948805,12262.8529476495,14828.2129171376,72.7685897701028
12,1752.14007843689,8638.75421590755,10390.8942943444,73.9815187481363
13,1196.60812603674,6074.86280130382,7271.47092734056,74.8458611130294
14,817.220145793261,4265.14789193214,5082.3680377254,75.4597140764625
15,558.158019900553,2990.14568428882,3548.30370418937,75.8946349927957
16,381.213518113526,2093.32289077109,2474.53640888462,76.2022679256036
17,260.337268771575,1463.65855496941,1723.99582374099,76.4193679496436
18,177.807520859886,1022.23285692999,1200.04037778987,76.5721744544105
19,121.445098686389,713.19629047787,834.641389164259,76.6794959848432
20,82.9553353368689,497.091046067806,580.046381404675,76.7547771058925
21,56.6624387663809,346.150477699586,402.812916465966,76.8074926831549
22,38.7048942646051,240.833055350984,279.537949615589,76.8443667052288
23,26.4377374279562,167.424073928259,193.861811356215,76.8701234073668
24,18.0591223347842,116.30377417244,134.362896507224,76.8880942583625
25,12.3359631390611,80.7348310524699,93.070794191531,76.9006201340576
26,8.42651493084512,56.0055226105367,64.4320375413818,76.909344017999
27,5.75583209861507,38.8267251105758,44.5825572091909,76.9154127442737
28,3.9317820262014,26.9015049070219,30.8332869332233,76.9196309595498
